City,Location,Building,Floor,Room
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G027 (Hospital At Home - Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G027 (Hospital At Home)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G027 (Hospital At Home) (Marked as Spare)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G029A (Infection Prevention and Control)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G029B (Nurse Educator Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G029B (Nurse Educator Office)(Student Laptop)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G035 (Laundry Room)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G036 (Laundry Manager)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G036 (Laundry Room Area)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G038 (Stores)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G040 (Managers Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G046 (FMO Manager)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G047 (FMO Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G048 (Electrical Manager Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G049 (Electrical Shop)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G051 (FMO/Engineering)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G052 (Plumbing)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G054A (FMO Supervisors Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G054B (Maintenance Shop / Green Room)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G057 (Boiler Room Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - Back)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - Front)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - Front)(724)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - Hallway)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - Manager Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G101 (Pharmacy - PacMed)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G102 (Manager Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,G109 (Anti-Room)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Main Building,G,Trailer 1 (Admin Office) / 208
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 1 (Admin Office - Storage)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 1 (Admin Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 1 (Dr Graham Blackburn)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 2 (Admin Office)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 2 (Cynthia Turgeon)
Duncan,VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1,Trailer,G,Trailer 2 (Respiratory Assessment Trailer)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D077 (Bridgette von B)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D080 (Lisa Young - Director)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D081 (Sheena N)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D082
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D084
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D084 (Housekeeping Office)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D085
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D086 (Sarah Thompson)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D087 (Sarah StCyr)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D088
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D091
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D091 (Teresa 'Lori' Richter)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D093
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D094
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D094 (Michelle C)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D096 (Linnea Strom)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D096 (Sushma Bachra)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D097 (Sheri Biblow)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D098
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D098 (Sonya Manhas)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D099 (Nelson F.)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D100 (David Leadbetter)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,D Wing,1,D100 (Sharron Drew)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,300B (file room)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,300C
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,304 Adult South Station - LPN
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,304 Adult South Station - PRW
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,421 (Nursing Station #1)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B - Sunroom (Admin Area)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B28
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B28 (Kari)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B32
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B32 (Staff Scheduling)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B33
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B34
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B35
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B36
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B37
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B38
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B39
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B40
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B46
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B47
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B47 (Denise Macdonald)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B49
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,B50
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C - Adult patient area(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C - Patient Lounge - North(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C - Reception(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C300
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C310(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C312 (Meeting Room)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C319 (Social Work)(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C319(OT Office)(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C400 (Meeting Room)(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C401(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C418
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,C454(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,Care station 1
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,Colleen Davis office to change soon
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D097 (Catherine Rousselle)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D102
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D102 (Seniors unit room)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D78
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D83 - WFH
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D90
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,D92
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,MAINTENANCE OFFICE(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,North Care Station
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,North Care Station(TBD)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,Reception
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,staffing
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,Sun Room
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,Sunroom (admin area)
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,WFH - Andrea Akhurst
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,WFH - Candis Haslam
Duncan,VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor,Main Building,1,WFH - Denise Paul
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,112 (CNL Office)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,112 (Quiet Room)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,124 - Reception
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,124A (Volunteer Office)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,126 (Rounds - connected to TV on wall)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,126 (Rounds)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,128 (Medications)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,Nurse's Station
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,Room 126 (rounds/board room)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Hospice,1,WFH ???
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 01a (South Wing)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 19A (East Wing)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 23b (East Wing)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 30A (North Wing)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 36 (AKA pharmacist office)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 37 (Gail Kerrone Manager)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 38 (Reception)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 41
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 42 (Nursing Station)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 50 (Rehab)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM# 51 (Laundry room)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Long Term Care,1,RM#48
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,1,136 (TBD)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,1,163 (TBD)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,1,250 (Boardroom)
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,1,room 136 in Hospice
Duncan,VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor,Main Building,1,WFH - Aimee MacPhail
Duncan,VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor,Main Building,1,Employee Office
Duncan,VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor,Main Building,1,Main Room
Duncan,VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor,Main Building,1,Office
Duncan,VIHA-CQSS-Cowichan Quw'utsun Secondary School-Main Building-1st Floor,Main Building,1,Exam Room 1704
Duncan,VIHA-CQSS-Cowichan Quw'utsun Secondary School-Main Building-1st Floor,Main Building,1,Exam Room 1705
Duncan,VIHA-CQSS-Cowichan Quw'utsun Secondary School-Main Building-1st Floor,Main Building,1,Office 1711
Duncan,VIHA-CUPCC-Cowichan Urgent Primary Care Centre,Main Building,1,-
Duncan,VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-1st Floor,Main Building,1,-
Duncan,VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-2nd Floor,Main Building,2,-
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,108 (CN)
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,112 (CN)
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,112 (not connected)
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,114 (Shared Office)
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,Nurse Station
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,Nursing Station
Duncan,VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor,Main Building,1,Nursing Station (CN)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,01 (Clinic Room)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,03 (Clinic Room)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,04 (Nicole Watters)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,05 (Shelley)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,08 (Dr. Nick Hargrove)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,09 - Benjamin Rhames
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,10 (Meeting Room)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,11 ()
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,1,File Room (RH Corner)
Duncan,VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor,Main Building,2,09 ()
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,2 (Mark's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,COA space
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,RM1 (Ardela's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,RM3 (Heather's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,RM5 (Shaun's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,RM6 ( Kirsten's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,RM7 (Kim's Office)
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,Stored On Site
Duncan,VIHA-DJS-Duncan Jubilee Street-Main Building-1st Floor,Main Building,1,WFH - Melissa Morrison
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,ACT Team Area-
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,admin
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,Board Room B
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,Clinic
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,Meeting Room A
Duncan,VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor,Main Building,1,Office 30 Trailer
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Cornation Street Building,2,220 (574 Cornation Street - HSS 6)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Cornation Street Building,2,220 (574 Cornation Street)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#1 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#2 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#3 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#4 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#5 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#6 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#7??? Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (#8 Charge Cabinet)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (W41)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (W42)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (W43)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (W44)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,101 (W45)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,104 (Chart Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,105 (W1) Telehealth
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,106 (Exam Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,107 (Exam Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,108 (Exam Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,109 (Exam Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,110 (Exam Room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,111 (Exam Room) First Aid Room
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W46)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W47)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W48)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W49)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W50)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W51)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W52) Education Desk
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W53)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,115 (W54)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W55)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W57)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W58)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W59)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W60)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W61)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W62)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W63)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W64)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W65)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W66)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W67)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,116 (W68)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W69)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W70)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W71)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W72)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W73)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W74)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W75)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W76)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W77)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,117 (W78) Jennifer Brown
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W28)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W80)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W81)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W82)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W83)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,118 (W84)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W85)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W86)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W87)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W88)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W89)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,119 (W90)
